customer_id,recency_days,frequency,monetary,cluster,segment,age,gender,city,income_bracket,tenure_months,card_type
C104175,133.0,1.0,1522.42,0,Steady Redeemers,30,F,Amandaport,Affluent,128,Green
C104176,126.0,5.0,2962.48,3,"Champions (high-value, engaged)",30,F,Jessehaven,Mid,93,Green
C104177,-3.0,3.0,8900.380000000001,3,"Champions (high-value, engaged)",29,F,Thomasside,High,44,Platinum
C104178,28.0,3.0,4805.63,0,Steady Redeemers,49,F,Michelleton,Mid,133,Green
C104179,-23.0,5.0,8244.16,3,"Champions (high-value, engaged)",29,M,Brianaland,Mid,55,Gold
C104180,560.0,0.0,0.0,1,Low-Engagement / New,51,M,New Robertburgh,Mid,158,Gold
C104181,0.0,8.0,15972.85,3,"Champions (high-value, engaged)",34,F,East Tina,High,29,Green
C104182,36.0,4.0,2957.42,3,"Champions (high-value, engaged)",24,M,Port Howard,High,154,Centurion
C104183,212.0,5.0,4814.71,3,"Champions (high-value, engaged)",43,F,Chandlermouth,Mid,154,Green
C104184,491.0,2.0,1634.76,2,At-Risk / Lapsing,47,F,North Sophiashire,Low,37,Gold
C104185,457.0,1.0,1086.67,2,At-Risk / Lapsing,28,F,Ballardfurt,Mid,115,Gold
C104186,63.0,5.0,5122.19,3,"Champions (high-value, engaged)",38,F,Taylormouth,Low,158,Green
C104187,33.0,5.0,13583.07,3,"Champions (high-value, engaged)",41,M,North Larry,Mid,3,Green
C104188,111.0,3.0,9083.89,0,Steady Redeemers,39,F,Lake Russell,High,122,Gold
C104189,560.0,0.0,0.0,1,Low-Engagement / New,32,M,Victorburgh,High,43,Platinum
C104190,148.0,3.0,2872.16,0,Steady Redeemers,47,M,Richardbury,High,7,Green
C104191,1.0,6.0,4835.5,3,"Champions (high-value, engaged)",35,F,Valerieland,High,125,Green
C104192,80.0,5.0,2894.91,3,"Champions (high-value, engaged)",31,M,Shannonville,Mid,49,Centurion
C104193,11.0,4.0,6796.25,3,"Champions (high-value, engaged)",21,F,Andrewton,High,121,Green
C104194,560.0,0.0,0.0,1,Low-Engagement / New,21,M,Lake Nathanielburgh,Mid,73,Gold
C104195,5.0,1.0,440.97,0,Steady Redeemers,40,F,New Alexandermouth,Low,41,Gold
C104196,167.0,4.0,2769.18,3,"Champions (high-value, engaged)",37,M,Torresshire,Low,106,Green
C104197,192.0,4.0,6107.46,3,"Champions (high-value, engaged)",47,F,Micheleburgh,Mid,77,Gold
C104198,560.0,0.0,0.0,1,Low-Engagement / New,50,F,Lake Christine,Mid,127,Platinum
C104199,46.0,3.0,4225.84,0,Steady Redeemers,35,F,New Jeffery,Mid,91,Gold
C104200,87.0,6.0,13004.65,3,"Champions (high-value, engaged)",48,M,Collinberg,High,155,Gold
C104201,3.0,3.0,1164.6599999999999,0,Steady Redeemers,31,F,Audreymouth,Low,8,Gold
C104202,160.0,4.0,2145.21,3,"Champions (high-value, engaged)",36,M,New Eduardo,Low,32,Gold
C104203,252.0,3.0,10852.759999999998,0,Steady Redeemers,36,F,Johnsonton,Affluent,64,Green
C104204,168.0,2.0,472.36,0,Steady Redeemers,55,F,Port Sarahport,Low,138,Gold
C104205,70.0,1.0,2026.52,0,Steady Redeemers,23,M,West Feliciashire,Mid,13,Green
C104206,2.0,4.0,5102.26,3,"Champions (high-value, engaged)",38,M,North Tyler,Mid,93,Green
C104207,225.0,1.0,738.91,2,At-Risk / Lapsing,30,M,New Samantha,Mid,163,Platinum
C104208,121.0,4.0,3981.67,3,"Champions (high-value, engaged)",34,F,Mcfarlandside,Low,61,Platinum
C104209,97.0,3.0,2764.57,0,Steady Redeemers,34,F,Bowersville,Low,8,Centurion
C104210,92.0,4.0,1706.52,3,"Champions (high-value, engaged)",38,F,West Johnberg,Low,29,Green
C104211,366.0,1.0,4235.57,2,At-Risk / Lapsing,52,F,Port Travis,Mid,95,Platinum
C104212,126.0,2.0,1965.5,0,Steady Redeemers,58,F,Williamston,Mid,41,Gold
C104213,107.0,8.0,12071.41,3,"Champions (high-value, engaged)",45,M,Cochranshire,Mid,158,Centurion
C104214,408.0,2.0,2765.9900000000002,2,At-Risk / Lapsing,27,M,Port Aprilmouth,Mid,149,Platinum
C104215,-13.0,3.0,3226.42,0,Steady Redeemers,36,F,Shermanborough,High,11,Centurion
C104216,50.0,2.0,1115.14,0,Steady Redeemers,40,F,Lukemouth,Low,2,Centurion
C104217,224.0,3.0,4510.83,0,Steady Redeemers,33,F,West Sheryl,Mid,178,Green
C104218,66.0,5.0,15153.8,3,"Champions (high-value, engaged)",34,M,Powellfurt,High,169,Gold
C104219,99.0,2.0,971.76,0,Steady Redeemers,37,M,South Andrewville,Mid,131,Green
C104220,130.0,2.0,958.02,0,Steady Redeemers,46,M,Annafurt,Mid,80,Gold
C104221,19.0,6.0,6548.42,3,"Champions (high-value, engaged)",43,F,Tylerport,Mid,179,Centurion
C104222,487.0,1.0,906.34,2,At-Risk / Lapsing,31,F,New Marieborough,High,87,Green
C104223,414.0,2.0,2458.92,2,At-Risk / Lapsing,44,M,West Patriciashire,High,153,Gold
C104224,136.0,3.0,1919.4299999999998,0,Steady Redeemers,56,F,Lake Lee,Mid,158,Gold
C104225,69.0,3.0,4161.62,0,Steady Redeemers,21,M,New Anthonyport,High,106,Green
C104226,270.0,1.0,2059.24,2,At-Risk / Lapsing,33,F,Lopezside,Mid,139,Green
C104227,255.0,1.0,3370.78,2,At-Risk / Lapsing,32,F,Port Marciachester,Mid,17,Green
C104228,46.0,1.0,645.1,0,Steady Redeemers,38,M,New Nathan,Mid,154,Green
C104229,560.0,0.0,0.0,1,Low-Engagement / New,21,M,East Coreyburgh,Low,23,Gold
C104230,-3.0,2.0,2991.71,0,Steady Redeemers,52,M,Lake Luke,High,180,Gold
C104231,20.0,4.0,3433.24,3,"Champions (high-value, engaged)",38,F,South Jamie,Mid,48,Green
C104232,560.0,0.0,0.0,1,Low-Engagement / New,41,F,North Sandraborough,Mid,20,Centurion
C104233,14.0,5.0,10106.26,3,"Champions (high-value, engaged)",40,M,West Adambury,Affluent,2,Gold
C104234,17.0,3.0,2181.8,0,Steady Redeemers,32,M,Traceyfurt,Low,88,Gold
C104235,300.0,2.0,3968.59,2,At-Risk / Lapsing,45,F,West Samantha,Mid,31,Green
C104236,102.0,6.0,6001.74,3,"Champions (high-value, engaged)",38,F,Williamsberg,Low,155,Gold
C104237,241.0,2.0,1780.0700000000002,2,At-Risk / Lapsing,21,M,New Elizabeth,High,130,Green
C104238,73.0,8.0,20321.64,3,"Champions (high-value, engaged)",36,M,Beckerport,High,78,Gold
C104239,128.0,3.0,3333.17,0,Steady Redeemers,34,F,Lake Jill,Mid,4,Gold
C104240,45.0,5.0,14305.230000000001,3,"Champions (high-value, engaged)",45,M,Roberttown,High,141,Green
C104241,530.0,1.0,349.31,2,At-Risk / Lapsing,67,M,Colonfurt,Mid,163,Platinum
C104242,411.0,2.0,4078.6499999999996,2,At-Risk / Lapsing,42,F,Meganborough,High,128,Gold
C104243,328.0,1.0,650.45,2,At-Risk / Lapsing,61,F,Kingtown,Mid,134,Green
C104244,181.0,5.0,4442.46,3,"Champions (high-value, engaged)",30,F,Williamsmouth,Mid,31,Centurion
C104245,222.0,1.0,1343.87,2,At-Risk / Lapsing,31,M,Lake Hannah,Affluent,138,Gold
C104246,70.0,3.0,3982.88,0,Steady Redeemers,35,M,Lake Dannyburgh,Mid,21,Gold
C104247,110.0,2.0,2053.1400000000003,0,Steady Redeemers,42,M,Jonesside,Low,23,Gold
C104248,263.0,2.0,3830.0599999999995,2,At-Risk / Lapsing,30,F,Garyview,Mid,131,Green
C104249,128.0,2.0,6349.379999999999,0,Steady Redeemers,21,F,Mitchellport,Affluent,160,Centurion
C104250,161.0,4.0,5817.74,3,"Champions (high-value, engaged)",38,F,Melissaview,Mid,148,Gold
C104251,127.0,3.0,1419.19,0,Steady Redeemers,25,F,Port Davidborough,Low,29,Green
C104252,560.0,0.0,0.0,1,Low-Engagement / New,50,F,New Meghanborough,Mid,105,Platinum
C104253,126.0,2.0,1478.23,0,Steady Redeemers,45,M,New Wendy,Mid,52,Gold
C104254,57.0,4.0,1589.97,3,"Champions (high-value, engaged)",29,M,Mendozaville,Low,115,Gold
C104255,183.0,3.0,4113.08,0,Steady Redeemers,43,M,North Marissa,High,174,Platinum
C104256,0.0,7.0,18959.07,3,"Champions (high-value, engaged)",31,M,North Kathryn,Affluent,162,Green
C104257,145.0,4.0,5264.799999999999,3,"Champions (high-value, engaged)",37,M,East Ryanstad,Mid,101,Green
C104258,96.0,2.0,2899.55,0,Steady Redeemers,37,F,Rodgersmouth,Mid,84,Green
C104259,154.0,7.0,7990.25,3,"Champions (high-value, engaged)",34,M,Lake Sarahborough,Mid,61,Platinum
C104260,203.0,2.0,1660.8899999999999,0,Steady Redeemers,47,F,Lake Louis,Low,125,Green
C104261,19.0,7.0,20403.12,3,"Champions (high-value, engaged)",25,F,East Matthewview,High,71,Green
C104262,121.0,2.0,1658.06,0,Steady Redeemers,43,M,West Steven,Mid,70,Green
C104263,395.0,2.0,2736.24,2,At-Risk / Lapsing,41,M,South Normanport,Mid,139,Green
C104264,19.0,2.0,3712.19,0,Steady Redeemers,22,M,East Jackborough,High,108,Gold
C104265,77.0,1.0,556.56,0,Steady Redeemers,29,M,Dianemouth,Mid,21,Centurion
C104266,38.0,3.0,1606.41,0,Steady Redeemers,25,F,Port Scottbury,Mid,131,Green
C104267,143.0,1.0,1783.06,0,Steady Redeemers,33,F,Angelaberg,Low,82,Gold
C104268,35.0,4.0,4631.12,3,"Champions (high-value, engaged)",38,F,Brianland,High,88,Platinum
C104269,114.0,6.0,11058.439999999999,3,"Champions (high-value, engaged)",27,M,Holmestown,Affluent,111,Gold
C104270,147.0,4.0,4015.1000000000004,3,"Champions (high-value, engaged)",48,M,Lake Sarah,Mid,10,Platinum
C104271,282.0,2.0,6503.54,2,At-Risk / Lapsing,49,F,Benjaminville,Affluent,155,Gold
C104272,560.0,0.0,0.0,1,Low-Engagement / New,51,M,North Patrick,Low,12,Green
C104273,225.0,2.0,7134.34,0,Steady Redeemers,21,M,Port Paulshire,Mid,7,Centurion
C104274,146.0,2.0,1572.92,0,Steady Redeemers,59,F,Port Jeffreyton,Mid,145,Gold
C104275,372.0,3.0,3229.47,2,At-Risk / Lapsing,39,M,North Deborahfort,Mid,114,Green
C104276,6.0,5.0,5542.719999999999,3,"Champions (high-value, engaged)",38,F,Campbellfurt,Mid,26,Green
C104277,311.0,1.0,1550.39,2,At-Risk / Lapsing,36,M,Kentbury,Mid,15,Centurion
C104278,62.0,4.0,2244.26,3,"Champions (high-value, engaged)",23,M,Salazarstad,Low,33,Platinum
C104279,85.0,7.0,11597.61,3,"Champions (high-value, engaged)",41,M,Mendozaberg,Mid,62,Gold
C104280,7.0,2.0,1039.34,0,Steady Redeemers,55,F,Herrerastad,Low,47,Platinum
C104281,209.0,2.0,3814.2599999999998,0,Steady Redeemers,39,F,East Justin,High,95,Gold
C104282,-15.0,5.0,3198.29,3,"Champions (high-value, engaged)",25,M,South Yvette,Mid,35,Green
C104283,225.0,3.0,3354.16,0,Steady Redeemers,21,F,West Jody,Low,76,Gold
C104284,62.0,1.0,683.1,0,Steady Redeemers,34,M,Trujilloberg,Mid,123,Gold
C104285,63.0,4.0,7851.98,3,"Champions (high-value, engaged)",29,M,South Robertside,Mid,83,Gold
C104286,331.0,1.0,1000.37,2,At-Risk / Lapsing,45,M,South David,High,25,Green
C104287,83.0,2.0,2339.1,0,Steady Redeemers,53,M,Jaredfurt,Mid,57,Green
C104288,560.0,0.0,0.0,1,Low-Engagement / New,43,F,Stephensonmouth,Mid,32,Platinum
C104289,560.0,0.0,0.0,1,Low-Engagement / New,37,M,Wallacefurt,High,63,Platinum
C104290,245.0,4.0,3610.4300000000003,3,"Champions (high-value, engaged)",36,F,Coxmouth,Mid,12,Gold
C104291,560.0,0.0,0.0,1,Low-Engagement / New,38,F,Andersonhaven,Low,63,Platinum
C104292,160.0,4.0,4123.26,3,"Champions (high-value, engaged)",25,F,East Jay,Mid,77,Gold
C104293,156.0,1.0,1068.54,0,Steady Redeemers,44,F,New James,Affluent,92,Platinum
C104294,202.0,5.0,3478.5699999999997,3,"Champions (high-value, engaged)",26,F,Rachelside,Mid,1,Green
C104295,95.0,5.0,6891.639999999999,3,"Champions (high-value, engaged)",50,M,Brooksport,Mid,179,Green
C104296,58.0,3.0,2237.3500000000004,0,Steady Redeemers,34,F,South Donald,Low,70,Gold
C104297,306.0,3.0,2281.91,2,At-Risk / Lapsing,47,F,New Deniseport,Low,136,Green
C104298,107.0,2.0,3379.5,0,Steady Redeemers,21,F,Williamsborough,Mid,133,Gold
C104299,48.0,2.0,2515.5,0,Steady Redeemers,47,M,Andreaburgh,Mid,86,Platinum
C104300,560.0,0.0,0.0,1,Low-Engagement / New,52,M,Gileschester,Low,39,Gold
C104301,108.0,4.0,18147.760000000002,3,"Champions (high-value, engaged)",23,F,South Andrew,Affluent,23,Platinum
C104302,77.0,4.0,12322.970000000001,3,"Champions (high-value, engaged)",36,M,South Ashley,High,68,Gold
C104303,430.0,1.0,1662.34,2,At-Risk / Lapsing,41,F,West Tonya,Mid,180,Gold
C104304,158.0,2.0,1355.63,0,Steady Redeemers,42,M,Lake Richard,High,4,Gold
C104305,60.0,3.0,904.62,0,Steady Redeemers,34,M,East Robert,Low,126,Green
C104306,274.0,1.0,405.62,2,At-Risk / Lapsing,32,F,Sanchezberg,Mid,175,Green
C104307,88.0,3.0,3853.81,0,Steady Redeemers,40,M,Stewarthaven,Mid,21,Gold
C104308,560.0,0.0,0.0,1,Low-Engagement / New,41,M,Lake Coltonland,High,105,Platinum
C104309,180.0,6.0,18738.63,3,"Champions (high-value, engaged)",31,M,North Alanton,High,66,Gold
C104310,152.0,2.0,1339.5100000000002,0,Steady Redeemers,28,F,Melissamouth,Mid,7,Green
C104311,55.0,3.0,2741.9,0,Steady Redeemers,51,M,Jamesberg,Affluent,49,Green
C104312,325.0,1.0,264.93,2,At-Risk / Lapsing,39,M,West Mary,Low,16,Centurion
C104313,95.0,5.0,8200.57,3,"Champions (high-value, engaged)",21,F,Cindymouth,High,145,Gold
C104314,52.0,7.0,23058.07,3,"Champions (high-value, engaged)",51,M,Alvarezburgh,Affluent,84,Platinum
C104315,37.0,8.0,4139.02,3,"Champions (high-value, engaged)",31,M,Kevinside,Low,87,Gold
C104316,120.0,7.0,8564.359999999999,3,"Champions (high-value, engaged)",38,F,East Frank,High,98,Gold
C104317,123.0,4.0,5209.05,3,"Champions (high-value, engaged)",42,M,New Reneechester,Low,75,Gold
C104318,314.0,1.0,371.77,2,At-Risk / Lapsing,21,M,New Andrea,Mid,34,Green
C104319,157.0,6.0,6980.1,3,"Champions (high-value, engaged)",34,F,Gravesview,Mid,161,Gold
C104320,142.0,3.0,4385.12,0,Steady Redeemers,52,F,North Elizabeth,Mid,26,Gold
C104321,13.0,2.0,4762.68,0,Steady Redeemers,49,M,South Colton,Affluent,66,Gold
C104322,242.0,2.0,2065.77,2,At-Risk / Lapsing,34,F,East Nicolefort,High,125,Platinum
C104323,208.0,4.0,2672.89,3,"Champions (high-value, engaged)",45,M,Woodstown,Mid,63,Green
C104324,529.0,1.0,710.74,2,At-Risk / Lapsing,47,M,Sarahshire,High,87,Gold
C104325,2.0,5.0,17432.760000000002,3,"Champions (high-value, engaged)",46,F,South Patricia,Affluent,41,Green
C104326,354.0,3.0,2951.27,2,At-Risk / Lapsing,25,M,Pottsshire,Low,98,Green
C104327,0.0,4.0,22949.449999999997,3,"Champions (high-value, engaged)",56,F,Nicoleland,Affluent,124,Gold
C104328,92.0,4.0,12709.96,3,"Champions (high-value, engaged)",32,M,Caseyberg,Low,79,Green
C104329,22.0,2.0,6388.17,0,Steady Redeemers,39,M,Ericaberg,High,10,Gold
C104330,313.0,5.0,2648.6400000000003,3,"Champions (high-value, engaged)",34,M,Port Susanborough,Mid,15,Green
C104331,408.0,1.0,424.74,2,At-Risk / Lapsing,40,M,Kellyland,Low,42,Green
C104332,560.0,0.0,0.0,1,Low-Engagement / New,28,F,Carriefort,Mid,93,Green
C104333,269.0,2.0,4849.58,2,At-Risk / Lapsing,35,F,New Patriciachester,Mid,17,Green
C104334,281.0,3.0,3821.7599999999998,2,At-Risk / Lapsing,40,F,West Melissa,Mid,9,Platinum
C104335,65.0,3.0,5921.599999999999,0,Steady Redeemers,51,F,New Juan,Low,114,Gold
C104336,134.0,4.0,2025.3700000000001,3,"Champions (high-value, engaged)",50,F,South Lucasburgh,Mid,36,Platinum
C104337,351.0,4.0,6165.84,2,At-Risk / Lapsing,50,F,Lake Johnport,Affluent,36,Green
C104338,107.0,5.0,2832.35,3,"Champions (high-value, engaged)",47,M,Shanechester,Mid,48,Platinum
C104339,153.0,4.0,13298.56,3,"Champions (high-value, engaged)",58,F,Billymouth,Mid,51,Gold
C104340,141.0,1.0,610.89,0,Steady Redeemers,34,M,West Andreaberg,Mid,97,Green
C104341,63.0,1.0,685.07,0,Steady Redeemers,36,F,Lake Ashleyport,Low,119,Gold
C104342,127.0,1.0,826.99,0,Steady Redeemers,35,F,Gonzalezfort,High,95,Gold
C104343,14.0,2.0,3902.09,0,Steady Redeemers,37,M,Priceview,High,70,Gold
C104344,130.0,3.0,2938.43,0,Steady Redeemers,22,F,Rogershaven,Mid,74,Gold
C104345,251.0,3.0,3487.83,0,Steady Redeemers,40,F,Russellmouth,Mid,80,Gold
C104346,30.0,4.0,3979.9700000000003,3,"Champions (high-value, engaged)",43,M,West Jennifer,High,68,Green
C104347,46.0,4.0,2943.73,3,"Champions (high-value, engaged)",35,F,South Juan,Mid,150,Gold
C104348,42.0,3.0,18265.5,3,"Champions (high-value, engaged)",21,M,South Samanthaland,High,77,Platinum
C104349,173.0,1.0,972.08,0,Steady Redeemers,38,F,Michelleville,Mid,116,Green
C104350,0.0,5.0,12530.27,3,"Champions (high-value, engaged)",23,F,Port Davidville,High,6,Gold
C104351,24.0,9.0,10729.01,3,"Champions (high-value, engaged)",42,M,North Gregory,Mid,154,Gold
C104352,164.0,3.0,2718.06,0,Steady Redeemers,39,M,East Ashleybury,Mid,75,Platinum
C104353,290.0,3.0,4403.43,2,At-Risk / Lapsing,40,M,Port Charlestown,Affluent,88,Gold
C104354,487.0,1.0,1018.61,2,At-Risk / Lapsing,26,M,Mollyland,Mid,3,Green
C104355,482.0,1.0,926.78,2,At-Risk / Lapsing,51,M,New Connie,Mid,52,Gold
C104356,345.0,2.0,1203.74,2,At-Risk / Lapsing,39,F,Welchmouth,Mid,74,Gold
C104357,560.0,0.0,0.0,1,Low-Engagement / New,27,F,New Davidberg,Mid,125,Gold
C104358,191.0,3.0,5048.24,0,Steady Redeemers,44,F,Lake Sara,Mid,65,Gold
C104359,186.0,2.0,957.25,0,Steady Redeemers,39,F,North Jennifer,Low,52,Gold
C104360,234.0,3.0,3480.89,0,Steady Redeemers,58,F,North Ryanbury,Low,76,Platinum
C104361,139.0,5.0,8878.69,3,"Champions (high-value, engaged)",31,F,North Jennifer,Mid,142,Gold
C104362,61.0,9.0,15489.5,3,"Champions (high-value, engaged)",24,F,Floreshaven,High,89,Gold
C104363,121.0,2.0,4564.76,0,Steady Redeemers,41,M,South Lisa,Mid,72,Green
C104364,24.0,4.0,6001.75,3,"Champions (high-value, engaged)",49,M,Jacobsburgh,Mid,68,Green
C104365,59.0,3.0,2226.57,0,Steady Redeemers,63,M,Robertsshire,High,156,Centurion
C104366,73.0,2.0,2029.7,0,Steady Redeemers,75,F,South Jacksontown,Low,138,Gold
C104367,399.0,2.0,974.97,2,At-Risk / Lapsing,21,M,East Terriview,Mid,115,Gold
C104368,153.0,2.0,1315.74,0,Steady Redeemers,36,M,New Barbara,Low,57,Platinum
C104369,211.0,2.0,1372.1799999999998,0,Steady Redeemers,24,M,Lake David,Low,66,Green
C104370,172.0,7.0,5302.14,3,"Champions (high-value, engaged)",35,F,East Jacobmouth,Mid,90,Platinum
C104371,11.0,4.0,2512.23,3,"Champions (high-value, engaged)",65,F,East Ralph,Mid,50,Platinum
C104372,168.0,1.0,459.62,0,Steady Redeemers,28,M,Carolynhaven,Low,14,Platinum
C104373,218.0,3.0,6629.860000000001,0,Steady Redeemers,37,F,Jefferyview,Mid,16,Green
C104374,211.0,2.0,880.1800000000001,0,Steady Redeemers,31,F,Jillhaven,Mid,171,Gold
C104375,-6.0,1.0,3933.97,0,Steady Redeemers,26,F,Lake Pamelaview,Mid,42,Green
C104376,135.0,3.0,3189.86,0,Steady Redeemers,57,M,Karenland,Mid,110,Gold
C104377,120.0,3.0,2685.76,0,Steady Redeemers,21,F,North Troyton,High,22,Gold
C104378,78.0,4.0,2963.4,3,"Champions (high-value, engaged)",37,M,Millermouth,Low,68,Green
C104379,294.0,2.0,2895.0,2,At-Risk / Lapsing,38,F,Lake Emilymouth,Mid,19,Gold
C104380,148.0,3.0,1917.54,0,Steady Redeemers,37,F,Helenland,Low,66,Gold
C104381,30.0,3.0,2992.0699999999997,0,Steady Redeemers,34,F,Jessicamouth,Low,167,Platinum
C104382,122.0,2.0,1604.15,0,Steady Redeemers,55,F,Howardfort,Mid,73,Gold
C104383,-11.0,4.0,5251.95,3,"Champions (high-value, engaged)",21,F,Victorfort,Mid,147,Green
C104384,14.0,4.0,3438.9,3,"Champions (high-value, engaged)",42,M,Amyborough,High,144,Green
C104385,270.0,1.0,464.07,2,At-Risk / Lapsing,43,M,New George,Mid,54,Platinum
C104386,71.0,4.0,7548.28,3,"Champions (high-value, engaged)",41,M,Robertmouth,Affluent,153,Gold
C104387,139.0,2.0,1039.91,0,Steady Redeemers,28,F,Sandrafurt,Low,112,Gold
C104388,255.0,4.0,1985.3899999999999,0,Steady Redeemers,51,F,Meltonmouth,Low,18,Green
C104389,12.0,6.0,3911.15,3,"Champions (high-value, engaged)",50,F,Hernandezfurt,Low,151,Green
C104390,144.0,3.0,8389.94,0,Steady Redeemers,28,F,Herringberg,Low,117,Platinum
C104391,407.0,4.0,2124.13,2,At-Risk / Lapsing,24,M,Patrickberg,Mid,85,Platinum
C104392,431.0,3.0,4889.389999999999,2,At-Risk / Lapsing,22,M,Diazchester,Mid,139,Green
C104393,75.0,2.0,1238.3899999999999,0,Steady Redeemers,40,M,East Brittany,Low,39,Gold
C104394,62.0,1.0,1328.35,0,Steady Redeemers,38,F,East Cody,Affluent,105,Green
C104395,168.0,2.0,1810.1100000000001,0,Steady Redeemers,34,F,Kennedyview,High,68,Centurion
C104396,91.0,5.0,4876.85,3,"Champions (high-value, engaged)",60,F,Jamesfort,Mid,25,Gold
C104397,16.0,3.0,8891.33,3,"Champions (high-value, engaged)",32,M,Mooreside,Low,158,Platinum
C104398,-9.0,6.0,4137.7,3,"Champions (high-value, engaged)",40,M,Jeremyfort,Low,173,Gold
C104399,560.0,0.0,0.0,1,Low-Engagement / New,35,F,Reynoldsburgh,Low,123,Platinum
C104400,277.0,5.0,4269.18,3,"Champions (high-value, engaged)",59,M,Costaton,Low,121,Platinum
C104401,560.0,0.0,0.0,1,Low-Engagement / New,21,M,Suzanneland,Mid,61,Green
C104402,32.0,2.0,977.1300000000001,0,Steady Redeemers,34,M,Janiceport,Mid,100,Centurion
C104403,109.0,4.0,3073.12,3,"Champions (high-value, engaged)",44,F,East April,Mid,51,Platinum
C104404,101.0,2.0,2856.71,0,Steady Redeemers,35,M,Larachester,Affluent,98,Green
C104405,68.0,3.0,3162.0299999999997,0,Steady Redeemers,23,M,Smithport,High,137,Platinum
C104406,454.0,2.0,10363.37,2,At-Risk / Lapsing,39,F,West Crystal,Affluent,2,Gold
C104407,300.0,3.0,1138.83,2,At-Risk / Lapsing,21,M,Carrberg,Low,5,Platinum
C104408,52.0,5.0,3373.2,3,"Champions (high-value, engaged)",45,M,Matthewstad,Mid,180,Green
C104409,3.0,3.0,2954.5,0,Steady Redeemers,33,F,West Annette,Mid,86,Gold
C104410,56.0,9.0,8307.84,3,"Champions (high-value, engaged)",31,F,Brownmouth,Low,133,Green
C104411,39.0,4.0,1878.21,3,"Champions (high-value, engaged)",49,M,Robertborough,Low,68,Platinum
C104412,195.0,2.0,5153.41,0,Steady Redeemers,26,M,Haleymouth,High,9,Centurion
C104413,-15.0,2.0,1304.66,0,Steady Redeemers,21,M,Buchananside,Mid,93,Gold
C104414,190.0,7.0,12018.49,3,"Champions (high-value, engaged)",27,F,Barbaramouth,Mid,150,Gold
C104415,182.0,4.0,5769.33,3,"Champions (high-value, engaged)",60,F,East Tammy,Mid,155,Gold
C104416,560.0,0.0,0.0,1,Low-Engagement / New,26,M,Lake Brittany,Mid,138,Green
C104417,32.0,2.0,1232.99,0,Steady Redeemers,42,M,Port Lori,Low,125,Gold
C104418,341.0,1.0,1062.08,2,At-Risk / Lapsing,47,M,Elliotttown,Mid,61,Gold
C104419,37.0,2.0,5242.450000000001,0,Steady Redeemers,27,M,Williamville,Low,51,Green
C104420,-3.0,6.0,2461.94,3,"Champions (high-value, engaged)",27,M,Christensenmouth,Low,10,Green
C104421,453.0,2.0,4780.99,2,At-Risk / Lapsing,39,F,New Travisview,Affluent,134,Gold
C104422,-13.0,4.0,1518.96,3,"Champions (high-value, engaged)",40,F,South Perryborough,Mid,62,Gold
C104423,150.0,3.0,6573.7300000000005,0,Steady Redeemers,52,M,Jenniferstad,High,113,Platinum
C104424,77.0,7.0,6553.9,3,"Champions (high-value, engaged)",29,F,South Johntown,Mid,133,Green
C104425,489.0,2.0,3088.53,2,At-Risk / Lapsing,33,M,Michaelfort,Mid,122,Green
C104426,184.0,3.0,4155.82,0,Steady Redeemers,69,M,Port Joseph,Mid,123,Gold
C104427,560.0,0.0,0.0,1,Low-Engagement / New,21,F,Toddmouth,Low,63,Gold
C104428,179.0,3.0,4008.29,0,Steady Redeemers,21,M,Port Lisa,Low,111,Gold
C104429,172.0,4.0,4133.88,3,"Champions (high-value, engaged)",22,F,New Cassie,High,89,Gold
C104430,142.0,2.0,7461.48,0,Steady Redeemers,50,F,Jessicaborough,High,51,Gold
C104431,249.0,5.0,5341.48,3,"Champions (high-value, engaged)",33,F,Johnfurt,Mid,178,Gold
C104432,378.0,1.0,656.91,2,At-Risk / Lapsing,33,F,Haynestown,Mid,132,Green
C104433,40.0,6.0,13290.710000000001,3,"Champions (high-value, engaged)",27,M,Joseberg,Affluent,104,Green
C104434,-13.0,4.0,1648.33,3,"Champions (high-value, engaged)",48,F,Anthonychester,Low,123,Green
C104435,55.0,3.0,3493.38,0,Steady Redeemers,22,M,West Stevenberg,Mid,48,Green
C104436,47.0,5.0,6317.04,3,"Champions (high-value, engaged)",31,F,Garrettside,Mid,32,Green
C104437,132.0,2.0,3028.1000000000004,0,Steady Redeemers,27,M,New Sean,High,120,Green
C104438,2.0,7.0,30521.96,3,"Champions (high-value, engaged)",21,F,Danielview,Affluent,179,Centurion
C104439,92.0,8.0,6555.13,3,"Champions (high-value, engaged)",32,F,Hillmouth,Mid,180,Green
C104440,369.0,5.0,9795.07,2,At-Risk / Lapsing,37,F,Frankberg,High,99,Green
C104441,560.0,0.0,0.0,1,Low-Engagement / New,29,F,Stephanieville,High,74,Platinum
C104442,23.0,3.0,5295.03,0,Steady Redeemers,35,F,Port Markfort,Mid,34,Gold
C104443,153.0,3.0,1814.15,0,Steady Redeemers,35,M,Donaldfurt,Mid,164,Gold
C104444,148.0,3.0,2116.95,0,Steady Redeemers,36,F,Lake Ryanmouth,Mid,70,Gold
C104445,229.0,2.0,3713.82,0,Steady Redeemers,26,F,Thompsonton,Affluent,171,Gold
C104446,271.0,4.0,3228.21,3,"Champions (high-value, engaged)",25,F,Marioshire,Low,110,Green
C104447,560.0,0.0,0.0,1,Low-Engagement / New,38,F,New Brianberg,High,16,Green
